"Non-Essential";"ATPases";"RNA processing complexes";"Cell morphology and organelle mutants";"PS00017";14;"G234895";"nucleus"
"Essential";"Polymerases";"Transcription complexes/Transcriptosome";"Cell morphology and organelle mutants";"PS01154";15;"G234906";"nucleus"
"Non-Essential";"Histones";"Transcription complexes/Transcriptosome";"Cell morphology and organelle mutants";"PS00017";15;"G234907";"nucleus"
"Non-Essential";"Protein Kinases";"Transcription complexes/Transcriptosome";"Cell morphology and organelle mutants";"PS00107";15;"G234908";"cytoplasm"
"Non-Essential";"Major facilitator superfamily proteins (MFS)";"Transcription complexes/Transcriptosome";"Sensitivity to aminoacid analogs and other drugs";"PS00017";15;"G234909";"plasma membrane"
"Non-Essential";"Nucleases";"RNA processing complexes";"Conditional phenotypes";"PS01175";15;"G234910";"nucleus"
"Non-Essential";"Polymerases";"Transcription complexes/Transcriptosome";"Mating and sporulation defects";"PS00017";15;"G234914";"nucleus"
"Non-Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Auxotrophies, carbon and";"PS00038";15;"G234915";"nucleus"
"Non-Essential";"GTPase activating proteins (GAPs)";"Transcription complexes/Transcriptosome";"Mating and sporulation defects";"PS00509";15;"G234918";"plasma membrane"
"Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Cell morphology and organelle mutants";"PS00017";15;"G234926";"nucleus"
"Non-Essential";"Protein phosphatases";"Transcription complexes/Transcriptosome";"Cell cycle defects";"PS00017";15;"G234932";"cytoplasm"
"Essential";"Molecular chaperones";"Transcription complexes/Transcriptosome";"Cell morphology and organelle mutants";"PS00681";15;"G234933";"mitochondria"
"Non-Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Cell cycle defects";"PS00017";15;"G234934";"nucleus"
"Non-Essential";"Protein Kinases";"Casein kinase";"Cell morphology and organelle mutants";"PS01101";15;"G234935";"nucleus"
"Ambiguous-Essential";"Protein Kinases";"Casein kinase";"Cell morphology and organelle mutants";"PS00107";15;"G234936";"nucleus"
"Non-Essential";"GTP-binding proteins";"Transcription complexes/Transcriptosome";"Cell morphology and organelle mutants";"PS00017";15;"G234943";"plasma membrane"
"Non-Essential";"ATPases";"Proteasome";"Cell morphology and organelle mutants";"PS00017";15;"G234946";"nucleus"
"Non-Essential";"GTP-binding proteins";"Translation complexes";"Sensitivity to aminoacid analogs and other drugs";"PS00017";15;"G234949";"cytoplasm"
"Essential";"Polymerases";"Transcription complexes/Transcriptosome";"Cell morphology and organelle mutants";"PS01166";15;"G234953";"nucleus"
"Non-Essential";"ATPases";"Transcription complexes/Transcriptosome";"Sensitivity to aminoacid analogs and other drugs";"PS00017";15;"G234954";"plasma membrane"
"Essential";"Proteases";"Proteasome";"Conditional phenotypes";"PS00854";15;"G234955";"nucleus"
"Non-Essential";"Protein phosphatases";"Serine/threonine phoshpoprotein phosphatase";"Auxotrophies, carbon and";"PS00017";15;"G234959";"cytoplasm"
"Non-Essential";"GTP-binding proteins";"Transcription complexes/Transcriptosome";"Cell morphology and organelle mutants";"PS00097";15;"G234960";"cytoplasm"
"Non-Essential";"Protein phosphatases";"Transcription complexes/Transcriptosome";"Conditional phenotypes";"PS00383";15;"G234964";"cytoplasm"
"Non-Essential";"GTP-binding proteins";"Transcription complexes/Transcriptosome";"Mating and sporulation defects";"PS00678";15;"G234967";"plasma membrane"
"Essential";"Molecular chaperones";"Translocon";"Cell cycle defects";"PS00636";15;"G234973";"ER"
"Essential";"GTP/GDP-exchange factors (GEFs)";"Translation complexes";"Cell morphology and organelle mutants";"PS00017";15;"G234975";"cytoplasm"
"Non-Essential";"ATPases";"Transcription complexes/Transcriptosome";"Cell morphology and organelle mutants";"PS00633";15;"G234980";"nucleus"
"Essential";"Motorproteins";"Cytoskeleton";"Cell morphology and organelle mutants";"PS00017";15;"G234983";"cytoskeleton"
"Non-Essential";"Protein Kinases";"Transcription complexes/Transcriptosome";"Cell cycle defects";"PS00017";15;"G234993";"nucleus"
"Non-Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Cell morphology and organelle mutants";"PS00152";15;"G234994";"nucleus"
"Non-Essential";"Protein Kinases";"Cyclin-CDK (Cyclin-dependent kinases) complexes";"Auxotrophies, carbon and";"PS00108";16;"G235004";"nucleus"
"Non-Essential";"GTP-binding proteins";"Translation complexes";"Cell morphology and organelle mutants";"PS00017";16;"G235005";"cytoplasm"
"Non-Essential";"GTP-binding proteins";"Transcription complexes/Transcriptosome";"Cell morphology and organelle mutants";"PS00017";16;"G235006";"cytoplasm"
"Non-Essential";"ATPases";"Respiration chain complexes";"Auxotrophies, carbon and";"PS00017";16;"G235011";"mitochondria"
"Essential";"ATPases";"Transcription complexes/Transcriptosome";"Mating and sporulation defects";"PS00017";16;"G235012";"nucleus"
"Non-Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Sensitivity to aminoacid analogs and other drugs";"PS00017";16;"G235014";"nucleus"
"Non-Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Cell morphology and organelle mutants";"PS00463";16;"G235019";"nucleus"
"Essential";"Protein Kinases";"Transcription complexes/Transcriptosome";"Cell cycle defects";"PS00017";16;"G235025";"nucleus"
"Non-Essential";"Motorproteins";"Cytoskeleton";"Cell morphology and organelle mutants";"PS00411";16;"G235027";"cytoskeleton"
"Essential";"Protein Kinases";"Transcription complexes/Transcriptosome";"Cell cycle defects";"PS00017";16;"G235034";"cytoskeleton"
"Essential";"GTP-binding proteins";"Intracellular transport complexes";"Cell morphology and organelle mutants";"PS01020";16;"G235035";"transport vesicles"
"Non-Essential";"ATPases";"Transcription complexes/Transcriptosome";"Conditional phenotypes";"PS00298";16;"G235042";"cytoplasm"
"Non-Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Cell morphology and organelle mutants";"PS00017";16;"G235043";"nucleus"
"Non-Essential";"Cyclins";"Cyclin-CDK (Cyclin-dependent kinases) complexes";"Cell cycle defects";"PS00017";16;"G235044";"cytoplasm"
"Non-Essential";"ATPases";"Respiration chain complexes";"Cell morphology and organelle mutants";"PS00017";16;"G235052";"mitochondria"
"Non-Essential";"ATPases";"Proteases, mitochondrial";"Auxotrophies, carbon and";"PS00017";16;"G235054";"mitochondria"
"Essential";"GTP-binding proteins";"Translation complexes";"Cell morphology and organelle mutants";"PS00017";16;"G235059";"cytoplasm"
"Non-Essential";"GTP-binding proteins";"Translation complexes";"Cell morphology and organelle mutants";"PS00301";16;"G235065";"cytoplasm"
"Non-Essential";"Polymerases";"Transcription complexes/Transcriptosome";"Cell cycle defects";"PS00017";16;"G235075";"nucleus"
"Non-Essential";"Motorproteins";"Transcription complexes/Transcriptosome";"Cell cycle defects";"PS00017";16;"G235077";"cytoskeleton"
"Essential";"GTP-binding proteins";"Transcription complexes/Transcriptosome";"Cell cycle defects";"PS00017";16;"G235080";"golgi"
"Essential";"Polymerases";"Transcription complexes/Transcriptosome";"Conditional phenotypes";"PS00017";16;"G235086";"nucleus"
"Non-Essential";"Transcription factors";"Respiration chain complexes";"Unknown";"PS00017";9;"G235095";"mitochondria"
"Non-Essential";"Transcription factors";"Intracellular transport complexes";"Cell morphology and organelle mutants";"PS00417";1;"G235099";"transport vesicles"
"Essential";"Transcription factors";"Pyruvate kinase";"Cell morphology and organelle mutants";"PS00110";1;"G235101";"cytoplasm"
"Essential";"Transcription factors";"Replication complexes";"Mating and sporulation defects";"PS00017";1;"G235105";"nucleus"
"Non-Essential";"Transcription factors";"Cytoskeleton";"Cell morphology and organelle mutants";"PS00017";2;"G235107";"cytoplasm"
"Essential";"Transcription factors";"Anaphase promoting complex (APC)";"Cell cycle defects";"PS00017";2;"G235123";"nucleus"
"Non-Essential";"Transcription factors";"Translation complexes";"Conditional phenotypes";"PS00056";2;"G235127";"cytoplasm"
"Essential";"Transcription factors";"RNA processing complexes";"Conditional phenotypes";"PS00017";2;"G235128";"nucleus"
"Essential";"Transcription factors";"Replication complexes";"Unknown";"PS00017";2;"G235129";"nucleus"
"Essential";"Transcription factors";"Translation complexes";"Cell cycle defects";"PS00017";2;"G235130";"cytoplasm"
"Non-Essential";"Transcription factors";"Histone acetyltransferase complexes";"Auxotrophies, carbon and";"PS00633";2;"G235131";"nucleus"
"Non-Essential";"Transcription factors";"Translation complexes";"Conditional phenotypes";"PS00526";2;"G235132";"cytoplasm"
"Essential";"Transcription factors";"Replication complexes";"Conditional phenotypes";"PS00294";2;"G235133";"nucleus"
"Essential";"Transcription factors";"Replication complexes";"Cell cycle defects";"PS00293";2;"G235134";"nucleus"
"Essential";"Transcription factors";"Mitochondrial translocase complex";"Cell morphology and organelle mutants";"PS00017";2;"G235135";"mitochondria"
"Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Cell cycle defects";"PS00018";2;"G235136";"cytoskeleton"
"Non-Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Conditional phenotypes";"PS00017";2;"G235137";"nucleus"
"Non-Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Nucleic acid metabolism defects";"PS00518";2;"G235138";"nucleus"
"Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Cell morphology and organelle mutants";"PS00017";2;"G235142";"nucleus"
"Essential";"Transcription factors";"Alpha, alpha-trehalose-phosphate synthase";"Auxotrophies, carbon and";"PS00017";2;"G235143";"cytoplasm"
"Essential";"Transcription factors";"Translation complexes";"Auxotrophies, carbon and";"PS00017";2;"G235145";"cytoplasm"
"Essential";"Transcription factors";"Histone acetyltransferase complexes";"Cell morphology and organelle mutants";"PS00626";2;"G235157";"nucleus"
"Non-Essential";"Transcription factors";"Cytoskeleton";"Cell cycle defects";"PS00017";2;"G235158";"cytoskeleton"
"Essential";"Transcription factors";"Replication complexes";"Cell cycle defects";"PS00847";2;"G235159";"nucleus"
"Non-Essential";"Transcription factors";"Pyruvate dehydrogenase";"Cell morphology and organelle mutants";"PS00017";2;"G235161";"mitochondria"
"Essential";"Transcription factors";"RNA processing complexes";"Cell morphology and organelle mutants";"PS00039";2;"G235163";"nucleus"
"Essential";"Transcription factors";"Intracellular transport complexes";"Cell morphology and organelle mutants";"PS00017";2;"G235165";"golgi"
"Non-Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Cell morphology and organelle mutants";"PS00017";2;"G235170";"nucleus"
"Non-Essential";"Transcription factors";"Acetolactate synthase";"Cell morphology and organelle mutants";"PS00017";3;"G235171";"mitochondria"
"Non-Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Cell cycle defects";"PS00845";3;"G235172";"nucleus"
"Non-Essential";"Transcription factors";"Cytoskeleton";"Cell morphology and organelle mutants";"PS00378";3;"G235173";"cytoplasm"
"Non-Essential";"Transcription factors";"Glucan synthases";"Carbohydrate and lipid biosynthesis defects";"PS00225";3;"G235177";"ER"
"Essential";"Transcription factors";"RSC complex (Remodel the structure of chromatin)";"Cell morphology and organelle mutants";"PS00017";3;"G235181";"nucleus"
"Non-Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Cell morphology and organelle mutants";"PS00678";3;"G235182";"nucleus"
"Non-Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Nucleic acid metabolism defects";"PS00017";3;"G235184";"nucleus"
"Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Cell cycle defects";"PS00017";3;"G235185";"nucleus"
"Essential";"Transcription factors";"RNA processing complexes";"Conditional phenotypes";"PS00566";4;"G235187";"nucleus"
"Non-Essential";"Transcription factors";"Proteasome";"Cell morphology and organelle mutants";"PS00018";4;"G235188";"nucleus"
"Essential";"Transcription factors";"RNA processing complexes";"Cell morphology and organelle mutants";"PS00028";4;"G235189";"nucleus"
"Essential";"Transcription factors";"RNA processing complexes";"Cell morphology and organelle mutants";"PS00017";4;"G235191";"nucleus"
"Non-Essential";"Transcription factors";"Assembly complexes";"Cell morphology and organelle mutants";"PS00017";4;"G235200";"vacuole"
"Non-Essential";"Transcription factors";"Translation complexes";"Cell morphology and organelle mutants";"PS00017";4;"G235201";"cytoplasm"
"Non-Essential";"Transcription factors";"Prenyltransferases";"Cell cycle defects";"PS00017";4;"G235204";"cytoplasm"
"Non-Essential";"Transcription factors";"Translocon";"Conditional phenotypes";"PS00017";4;"G235205";"cytoplasm"
"Non-Essential";"Transcription factors";"Nuclear pore complex (NPC)";"Cell morphology and organelle mutants";"PS00017";4;"G235207";"nucleus"
"Non-Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Conditional phenotypes";"PS00017";4;"G235213";"nucleus"
"Non-Essential";"Transcription factors";"Replication complexes";"Cell cycle defects";"PS00333";4;"G235214";"nucleus"
"Non-Essential";"Transcription factors";"Cytoskeleton";"Cell morphology and organelle mutants";"PS00017";4;"G235216";"cytoskeleton"
"Essential";"Transcription factors";"Mitochondrial translocase complex";"Cell morphology and organelle mutants";"PS00017";4;"G235222";"mitochondria"
"Non-Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Cell morphology and organelle mutants";"PS00017";4;"G235225";"nucleus"
"Non-Essential";"Transcription factors";"Translation complexes";"Conditional phenotypes";"PS00056";4;"G235228";"cytoplasm"
"Essential";"Transcription factors";"Replication complexes";"Cell cycle defects";"PS00017";4;"G235229";"nucleus"
"Non-Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Cell morphology and organelle mutants";"PS00017";4;"G235231";"nucleus"
"Non-Essential";"Transcription factors";"Assembly complexes";"Cell morphology and organelle mutants";"PS00017";4;"G235234";"vacuole"
"Essential";"Transcription factors";"Translocon";"Cell morphology and organelle mutants";"PS01067";4;"G235235";"ER"
"Non-Essential";"Transcription factors";"Intracellular transport complexes";"Mating and sporulation defects";"PS00017";4;"G235239";"golgi"
"Essential";"Transcription factors";"Sister chromatid cohesion regulation complex";"Cell cycle defects";"PS00017";4;"G235240";"nucleus"
"Essential";"Transcription factors";"Anaphase promoting complex (APC)";"Conditional phenotypes";"PS00017";4;"G235241";"nucleus"
"Non-Essential";"Transcription factors";"Cytoskeleton";"Cell morphology and organelle mutants";"PS00019";4;"G235242";"cytoskeleton"
"Non-Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Auxotrophies, carbon and";"PS00017";4;"G235243";"nucleus"
"Essential";"Transcription factors";"Histone acetyltransferase complexes";"Cell morphology and organelle mutants";"PS00017";4;"G235244";"nucleus"
"Non-Essential";"Transcription factors";"2-oxoglutarate dehydrogenase";"Cell morphology and organelle mutants";"PS00189";4;"G235245";"mitochondria"
"Essential";"Transcription factors";"Exocyst complex";"Cell morphology and organelle mutants";"PS00017";4;"G235246";"cytoplasm"
"Essential";"Transcription factors";"Histone acetyltransferase complexes";"Cell morphology and organelle mutants";"PS00017";4;"G235247";"nucleus"
"Essential";"Transcription factors";"Intracellular transport complexes";"Carbohydrate and lipid biosynthesis defects";"PS00017";4;"G235248";"transport vesicles"
"Non-Essential";"Transcription factors";"Histone acetyltransferase complexes";"Conditional phenotypes";"PS00343";4;"G235250";"nucleus"
"Non-Essential";"Transcription factors";"Nuclear pore complex (NPC)";"Cell morphology and organelle mutants";"PS00017";4;"G235252";"nucleus"
"Essential";"Transcription factors";"RNA processing complexes";"Cell morphology and organelle mutants";"PS00017";4;"G235257";"nucleus"
"Essential";"Transcription factors";"Intracellular transport complexes";"Cell morphology and organelle mutants";"PS00017";4;"G235259";"transport vesicles"
"Non-Essential";"Transcription factors";"Intracellular transport complexes";"Cell morphology and organelle mutants";"PS00017";4;"G235261";"golgi"
"Non-Essential";"Transcription factors";"Synaptonemal complex (SC)";"Cell cycle defects";"PS00017";4;"G235264";"nucleus"
"Essential";"Transcription factors";"RNA processing complexes";"Cell morphology and organelle mutants";"PS00017";4;"G235265";"nucleus"
"Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Nucleic acid metabolism defects";"PS00017";4;"G235266";"nucleus"
"Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Cell cycle defects";"PS00017";4;"G235271";"cytoskeleton"
"Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Cell morphology and organelle mutants";"PS00017";4;"G235272";"nucleus"
"Non-Essential";"Transcription factors";"RNA processing complexes";"Cell cycle defects";"PS00340";4;"G235273";"nucleus"
"Non-Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Nucleic acid metabolism defects";"PS00017";4;"G235274";"nucleus"
"Non-Essential";"Transcription factors";"Cytoskeleton";"Cell morphology and organelle mutants";"PS00017";4;"G235277";"cytoskeleton"
"Non-Essential";"Transcription factors";"Histone acetyltransferase complexes";"Mating and sporulation defects";"PS00017";4;"G235278";"nucleus"
"Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Cell morphology and organelle mutants";"PS00017";4;"G235279";"nucleus"
"Essential";"Transcription factors";"Intracellular transport complexes";"Cell morphology and organelle mutants";"PS00017";4;"G235281";"golgi"
"Essential";"Transcription factors";"RNA processing complexes";"Cell morphology and organelle mutants";"PS00017";4;"G235285";"nucleus"
"Non-Essential";"Transcription factors";"Histone acetyltransferase complexes";"Conditional phenotypes";"PS00017";4;"G235287";"nucleus"
"Non-Essential";"Transcription factors";"Translation complexes";"Cell morphology and organelle mutants";"PS00646";4;"G235288";"cytoplasm"
"Essential";"Transcription factors";"Intracellular transport complexes";"Cell morphology and organelle mutants";"PS00017";4;"G235293";"golgi"
"Essential";"Transcription factors";"RNA processing complexes";"Cell morphology and organelle mutants";"PS00017";4;"G235294";"nucleus"
"Essential";"Transcription factors";"Intracellular transport complexes";"Cell morphology and organelle mutants";"PS00014";4;"G235297";"ER"
"Essential";"Transcription factors";"Translocon";"Cell morphology and organelle mutants";"PS00017";5;"G235300";"ER"
"Non-Essential";"Transcription factors";"Gim complexes";"Cell morphology and organelle mutants";"PS00017";5;"G235301";"cytoplasm"
"Essential";"Transcription factors";"Mitochondrial translocase complex";"Cell morphology and organelle mutants";"PS00017";5;"G235302";"mitochondria"
"Non-Essential";"Transcription factors";"Respiration chain complexes";"Auxotrophies, carbon and";"PS00199";5;"G235303";"mitochondria"
"Non-Essential";"Transcription factors";"Histone acetyltransferase complexes";"Cell morphology and organelle mutants";"PS00678";5;"G235307";"cytoplasm"
"Ambiguous-Essential";"Transcription factors";"Exocyst complex";"Auxotrophies, carbon and";"PS00017";5;"G235309";"cytoplasm"
"Essential";"Transcription factors";"Proteasome";"Cell morphology and organelle mutants";"PS00854";5;"G235310";"nucleus"
"Non-Essential";"Transcription factors";"Cytoskeleton";"Cell cycle defects";"PS00017";5;"G235312";"cytoskeleton"
"Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Cell morphology and organelle mutants";"PS00017";5;"G235313";"cytoskeleton"
"Non-Essential";"Transcription factors";"Translation complexes";"Cell morphology and organelle mutants";"PS01145";5;"G235317";"cytoplasm"
"Essential";"Transcription factors";"Proteasome";"Cell morphology and organelle mutants";"PS00854";5;"G235324";"nucleus"
"Non-Essential";"Transcription factors";"Translation complexes";"Cell morphology and organelle mutants";"PS00017";5;"G235326";"cytoplasm"
"Non-Essential";"Transcription factors";"Nuclear pore complex (NPC)";"Cell morphology and organelle mutants";"PS00017";5;"G235327";"nucleus"
"Essential";"Transcription factors";"RNA processing complexes";"Cell morphology and organelle mutants";"PS00017";5;"G235329";"nucleus"
"Non-Essential";"Transcription factors";"Translation complexes";"Cell morphology and organelle mutants";"PS00733";5;"G235331";"cytoplasm"
"Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Nucleic acid metabolism defects";"PS00351";5;"G235332";"nucleus"
"Non-Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Conditional phenotypes";"PS00017";5;"G235334";"nucleus"
"Non-Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Nucleic acid metabolism defects";"PS00017";5;"G235335";"nucleus"
"Essential";"Transcription factors";"RNA processing complexes";"Cell morphology and organelle mutants";"PS00017";5;"G235336";"cytoplasm"
"Essential";"Transcription factors";"SCF (Skp1-Cdc53-F-box protein) complexes";"Cell cycle defects";"PS00017";6;"G235340";"cytoskeleton"
"Essential";"Transcription factors";"Nuclear pore complex (NPC)";"Conditional phenotypes";"PS00017";6;"G235344";"nucleus"
"Essential";"Transcription factors";"Proteasome";"Conditional phenotypes";"PS00017";6;"G235345";"nucleus"
"Non-Essential";"Transcription factors";"Respiration chain complexes";"Auxotrophies, carbon and";"PS00017";6;"G235348";"mitochondria"
"Non-Essential";"Transcription factors";"Anaphase promoting complex (APC)";"Conditional phenotypes";"PS00017";6;"G235349";"nucleus"
"Essential";"Transcription factors";"RSC complex (Remodel the structure of chromatin)";"Cell morphology and organelle mutants";"PS00017";6;"G235350";"nucleus"
"Non-Essential";"Transcription factors";"Translation complexes";"Cell morphology and organelle mutants";"PS00017";7;"G235357";"mitochondria"
"Non-Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Cell morphology and organelle mutants";"PS00017";7;"G235358";"nucleus"
"Essential";"Transcription factors";"Translation complexes";"Cell morphology and organelle mutants";"PS00709";7;"G235359";"cytoplasm"
"Non-Essential";"Transcription factors";"Translation complexes";"Cell morphology and organelle mutants";"PS00017";7;"G235363";"cytoplasm"
"Non-Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Mating and sporulation defects";"PS00017";7;"G235366";"nucleus"
"Essential";"Transcription factors";"Histone acetyltransferase complexes";"Cell morphology and organelle mutants";"PS00017";7;"G235371";"nucleus"
"Non-Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Auxotrophies, carbon and";"PS00017";7;"G235372";"nucleus"
"Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Conditional phenotypes";"PS00017";7;"G235375";"nucleus"
"Non-Essential";"Transcription factors";"L-aminopadipate-semialdehyde dehydrogenase";"Cell morphology and organelle mutants";"PS00017";7;"G235379";"cytoplasm"
"Essential";"Transcription factors";"Prenyltransferases";"Cell cycle defects";"PS00017";7;"G235380";"cytoplasm"
"Essential";"Transcription factors";"Nuclear pore complex (NPC)";"Cell morphology and organelle mutants";"PS00017";7;"G235381";"nucleus"
"Non-Essential";"Transcription factors";"Translation complexes";"Conditional phenotypes";"PS00733";7;"G235383";"cytoplasm"
"Essential";"Transcription factors";"Replication complexes";"Cell morphology and organelle mutants";"PS00847";7;"G235386";"nucleus"
"Non-Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Cell morphology and organelle mutants";"PS00017";7;"G235388";"nucleus"
"Non-Essential";"Transcription factors";"Translocon";"Cell morphology and organelle mutants";"PS00017";7;"G235390";"ER"
"Non-Essential";"Transcription factors";"Exocyst complex";"Cell morphology and organelle mutants";"PS00017";7;"G235391";"cytoplasm"
"Non-Essential";"Transcription factors";"RNA processing complexes";"Cell morphology and organelle mutants";"PS00017";7;"G235395";"nucleus"
"Non-Essential";"Transcription factors";"Glucan synthases";"Cell morphology and organelle mutants";"PS00017";7;"G235398";"plasma membrane"
"Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Nucleic acid metabolism defects";"PS00017";7;"G235400";"nucleus"
"Non-Essential";"Transcription factors";"Nonsense-mediated mRNA decay pathway complex";"Sensitivity to antibiotics";"PS00017";7;"G235403";"cytoplasm"
"Essential";"Transcription factors";"RNA processing complexes";"Cell morphology and organelle mutants";"PS00017";7;"G235404";"nucleus"
"Non-Essential";"Transcription factors";"Gim complexes";"Cell morphology and organelle mutants";"PS00017";7;"G235407";"cytoplasm"
"Non-Essential";"Transcription factors";"Mitochondrial translocase complex";"Auxotrophies, carbon and";"PS00017";7;"G235408";"mitochondria"
"Essential";"Transcription factors";"Nuclear pore complex (NPC)";"Cell morphology and organelle mutants";"PS00017";7;"G235417";"nucleus"
"Essential";"Transcription factors";"Kinetochore protein complexes";"Cell cycle defects";"PS00017";7;"G235419";"nucleus"
"Non-Essential";"Transcription factors";"Intracellular transport complexes";"Conditional phenotypes";"PS00581";7;"G235425";"cytoplasm"
"Essential";"Transcription factors";"Ribonucleoside-diphosphate reductase";"Auxotrophies, carbon and";"PS00368";7;"G235426";"nucleus"
"Non-Essential";"Transcription factors";"Proteasome";"Cell morphology and organelle mutants";"PS00017";7;"G235434";"nucleus"
"Non-Essential";"Transcription factors";"Kel1p/Kel2p complex";"Cell morphology and organelle mutants";"PS00017";7;"G235435";"cytoplasm"
"Non-Essential";"Transcription factors";"Phosphofructokinase";"Cell morphology and organelle mutants";"PS00433";7;"G235436";"cytoplasm"
"Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Cell morphology and organelle mutants";"PS00190";7;"G235438";"nucleus"
"Non-Essential";"Transcription factors";"Histone acetyltransferase complexes";"Conditional phenotypes";"PS00633";7;"G235439";"nucleus"
"Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Conditional phenotypes";"PS00017";7;"G235442";"nucleus"
"Non-Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Cell morphology and organelle mutants";"PS00017";8;"G235447";"nucleus"
"Non-Essential";"Transcription factors";"Intracellular transport complexes";"Cell morphology and organelle mutants";"PS00017";8;"G235448";"golgi"
"Non-Essential";"Transcription factors";"RNA processing complexes";"Cell morphology and organelle mutants";"PS00030";8;"G235450";"nucleus"
"Non-Essential";"Transcription factors";"Nem1p-Spo7p complex";"Cell morphology and organelle mutants";"PS00017";8;"G235453";"nucleus"
"Non-Essential";"Transcription factors";"Intracellular transport complexes";"Cell morphology and organelle mutants";"PS00017";8;"G235457";"golgi"
"Non-Essential";"Transcription factors";"Translation complexes";"Cell morphology and organelle mutants";"PS00017";8;"G235459";"cytoplasm"
"Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Cell morphology and organelle mutants";"PS00017";8;"G235462";"nucleus"
"Non-Essential";"Transcription factors";"Assembly complexes";"Auxotrophies, carbon and";"PS00017";8;"G235463";"ER"
"Essential";"Transcription factors";"RNA processing complexes";"Nucleic acid metabolism defects";"PS00017";8;"G235464";"nucleus"
"Non-Essential";"Transcription factors";"Nonsense-mediated mRNA decay pathway complex";"Sensitivity to aminoacid analogs and other drugs";"PS00017";8;"G235467";"cytoplasm"
"Essential";"Transcription factors";"RNA processing complexes";"Cell morphology and organelle mutants";"PS00017";8;"G235468";"nucleus"
"Essential";"Transcription factors";"Cytoskeleton";"Cell cycle defects";"PS00017";8;"G235469";"cytoskeleton"
"Essential";"Transcription factors";"Replication complexes";"Cell cycle defects";"PS00017";8;"G235471";"nucleus"
"Non-Essential";"Transcription factors";"Kel1p/Kel2p complex";"Cell morphology and organelle mutants";"PS00017";8;"G235474";"cytoplasm"
"Essential";"Transcription factors";"RNA processing complexes";"Cell cycle defects";"PS00017";8;"G235475";"nucleus"
"Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Cell cycle defects";"PS00017";8;"G235477";"cytoplasm"
"Non-Essential";"Transcription factors";"Cytoskeleton";"Cell morphology and organelle mutants";"PS00017";8;"G235478";"cytoskeleton"
"Non-Essential";"Transcription factors";"Transcription complexes/Transcriptosome";"Auxotrophies, carbon and";"PS00017";8;"G235479";"cytoplasm"
"Non-Essential";"Transcription factors";"Proteasome";"Sensitivity to aminoacid analogs and other drugs";"PS00017";8;"G235480";"nucleus"
"Essential";"Transcription factors";"Intracellular transport complexes";"Cell morphology and organelle mutants";"PS00017";9;"G235482";"transport vesicles"
"Non-Essential";"Transcription factors";"cAMP-dependent protein kinase";"Auxotrophies, carbon and";"PS00888";9;"G235485";"cytoplasm"
"Non-Essential";"Transcription factors";"Cytoskeleton";"Cell morphology and organelle mutants";"PS00231";9;"G235486";"cytoskeleton"
"Non-Essential";"Transcription factors";"Translation complexes";"Cell morphology and organelle mutants";"PS01145";9;"G235489";"cytoplasm"
"Non-Essential";"Transcription factors";"RNA processing complexes";"Conditional phenotypes";"PS00030";9;"G235490";"nucleus"
"Non-Essential";"Transcription factors";"Synaptonemal complex (SC)";"Mating and sporulation defects";"PS00017";9;"G235495";"nucleus"
